;GSM04740709013;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709014;CHRGMV;CHRGMV;216.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709015;CHRGMV;CHRGMV;216.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709016;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709017;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709018;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709019;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709020;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709021;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709022;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709023;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709024;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709025;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709026;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709027;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709029;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709030;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709031;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709032;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709033;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709034;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709035;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709036;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709037;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709038;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709039;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709040;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709041;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709042;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709043;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709044;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709045;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709046;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709047;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709048;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709049;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709050;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709051;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709052;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709053;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709054;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709055;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709056;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709057;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709058;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709059;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709060;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709061;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709062;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709063;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709064;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709065;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709066;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709067;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709068;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709069;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709070;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709071;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709072;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709073;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709074;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709075;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709076;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709077;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709078;CHRGMV;CHRGMV;216.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709080;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709081;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709082;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709083;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709084;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709085;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709086;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709087;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709088;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709089;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709090;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709091;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709092;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709093;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709094;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709095;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709096;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709097;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709098;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709099;CHRGMV;CHRGMV;235;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709100;CHRGMV;CHRGMV;216.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709101;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709102;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709103;CHRGMV;CHRGMV;235;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709104;CHRGMV;CHRGMV;235;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709105;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709106;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709107;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709108;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709109;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709110;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709111;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709112;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709113;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709114;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709115;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709116;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709117;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709118;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709119;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709120;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709121;CHRGMV;CHRGMV;235;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709122;CHRGMV;CHRGMV;235;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709123;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709124;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709125;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709126;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709127;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709128;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709129;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709130;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709131;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709132;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709133;CHRGMV;CHRGMV;235;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709134;CHRGMV;CHRGMV;235;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709135;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709136;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709137;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
;GSM04740709138;CHRGMV;CHRGMV;186.25;Flyttet fra faktura til C-taxi;"Flytter kostnader til ny faktura fra samlefaktura til Chr taxi; ref Uzma CT";;;;;;tjp 020712;;tope8938
